"First_pokemon","Second_pokemon","Winner","First_Name","First_Type 1","First_Type 2","First_HP","First_Attack","First_Defense","First_Sp. Atk","First_Sp. Def","First_Speed","First_Generation","First_Legendary","Second_Name","Second_Type 1","Second_Type 2","Second_HP","Second_Attack","Second_Defense","Second_Sp. Atk","Second_Sp. Def","Second_Speed","Second_Generation","Second_Legendary"
586,461,461,"Gigalith","Rock","",85,135,130,60,80,25,5,False,"Wormadam Trash Cloak","Bug","Steel",60,69,95,69,95,36,4,False
779,349,349,"Phantump","Ghost","Grass",43,70,48,50,60,38,6,False,"Sharpedo","Water","Dark",70,120,40,95,40,95,3,False
669,226,226,"Litwick","Ghost","Fire",50,30,55,65,55,20,5,False,"Snubbull","Fairy","",60,80,50,40,40,30,2,False
623,53,623,"Sigilyph","Psychic","Flying",72,58,80,103,80,97,5,False,"Parasect","Bug","Grass",60,95,80,60,80,30,1,False
538,718,718,"Uxie","Psychic","",75,75,130,75,130,95,4,True,"Genesect","Bug","Steel",71,120,95,120,95,99,5,False
438,242,438,"Infernape","Fire","Fighting",76,104,71,104,71,108,4,False,"Remoraid","Water","",35,65,35,65,35,65,2,False
523,759,523,"Glaceon","Ice","",65,60,110,130,95,65,4,False,"Binacle","Rock","Water",42,52,67,39,56,50,6,False
14,103,103,"Caterpie","Bug","",45,30,35,20,20,45,1,False,"Mega Gengar","Ghost","Poison",60,65,80,170,95,130,1,False
378,152,152,"Lileep","Rock","Grass",66,41,77,61,87,23,3,False,"Kabuto","Rock","Water",30,80,90,55,45,55,1,False
478,361,478,"Mismagius","Ghost","",60,60,60,105,105,105,4,False,"Vibrava","Ground","Dragon",50,70,50,50,50,70,3,False
137,698,137,"Pinsir","Bug","",65,125,100,55,70,85,1,False,"Larvesta","Bug","Fire",55,85,55,50,55,60,5,False
354,739,739,"Camerupt","Fire","Ground",70,100,70,105,75,40,3,False,"Floette","Fairy","",54,45,47,75,98,52,6,False
233,684,684,"Mega Heracross","Bug","Fighting",80,185,115,40,105,75,2,False,"Golett","Ground","Ghost",59,74,50,35,50,35,5,False
291,605,291,"Beautifly","Bug","Flying",60,70,50,100,50,65,3,False,"Whirlipede","Bug","Poison",40,55,99,40,79,47,5,False
96,264,264,"Grimer","Poison","",80,80,50,40,50,25,1,False,"Entei","Fire","",115,115,85,90,75,100,2,True
730,137,137,"Fletchling","Normal","Flying",45,50,43,40,38,62,6,False,"Pinsir","Bug","",65,125,100,55,70,85,1,False
129,744,129,"Seaking","Water","",80,92,65,65,80,68,1,False,"Pangoro","Fighting","Dark",95,124,78,69,71,58,6,False
611,107,611,"Basculin","Water","",70,92,65,80,55,98,5,False,"Krabby","Water","",30,105,90,25,25,50,1,False
58,560,560,"Meowth","Normal","",40,45,35,40,40,90,1,False,"Emboar","Fire","Fighting",110,123,65,100,65,65,5,False
658,146,658,"Galvantula","Bug","Electric",70,77,60,97,60,108,5,False,"Vaporeon","Water","",130,65,60,110,95,65,1,False
625,753,625,"Cofagrigus","Ghost","",58,50,145,95,105,30,5,False,"Spritzee","Fairy","",78,52,60,63,65,23,6,False
524,27,524,"Gliscor","Ground","Flying",75,95,125,45,75,95,4,False,"Spearow","Normal","Flying",40,60,30,31,31,70,1,False
794,474,794,"Yveltal","Dark","Flying",126,131,95,131,98,99,6,True,"Drifblim","Ghost","Flying",150,80,44,90,54,80,4,False
365,391,391,"Swablu","Normal","Flying",45,40,60,40,75,50,3,False,"Tropius","Grass","Flying",99,68,83,72,87,51,3,False
592,585,592,"Mega Audino","Normal","Fairy",103,60,126,80,126,50,5,False,"Boldore","Rock","",70,105,105,50,40,20,5,False
512,586,512,"Mega Abomasnow","Grass","Ice",90,132,105,132,105,30,4,False,"Gigalith","Rock","",85,135,130,60,80,25,5,False
526,424,424,"Porygon-Z","Normal","",85,80,70,135,75,90,4,False,"Groudon","Ground","",100,150,140,100,90,90,3,True
70,456,70,"Kadabra","Psychic","",40,35,30,120,70,105,1,False,"Shieldon","Rock","Steel",30,42,118,42,88,30,4,False
540,288,540,"Azelf","Psychic","",75,125,70,125,70,115,4,True,"Linoone","Normal","",78,70,61,50,61,100,3,False
347,389,347,"Swalot","Poison","",100,73,83,73,83,55,3,False,"Duskull","Ghost","",20,40,90,30,90,25,3,False
689,128,128,"Rufflet","Normal","Flying",70,83,50,37,50,60,5,False,"Goldeen","Water","",45,67,60,35,50,63,1,False
211,701,701,"Quagsire","Water","Ground",95,85,85,65,65,35,2,False,"Terrakion","Rock","Fighting",91,129,90,72,90,108,5,True
336,385,336,"Medicham","Fighting","Psychic",60,60,75,60,75,80,3,False,"Kecleon","Normal","",60,90,70,60,120,40,3,False
594,80,80,"Gurdurr","Fighting","",85,105,85,40,50,40,5,False,"Tentacruel","Water","Poison",80,70,65,80,120,100,1,False
785,490,490,"Gourgeist Average Size","Ghost","Grass",65,90,122,58,75,84,6,False,"Chatot","Normal","Flying",76,65,45,92,42,91,4,False
425,308,425,"Primal Groudon","Ground","Fire",100,180,160,150,90,90,3,True,"Surskit","Bug","Water",40,30,32,50,52,65,3,False
27,731,731,"Spearow","Normal","Flying",40,60,30,31,31,70,1,False,"Fletchinder","Fire","Flying",62,73,55,56,52,84,6,False
459,399,459,"Wormadam Plant Cloak","Bug","Grass",60,59,85,79,105,36,4,False,"Spheal","Ice","Water",70,40,50,55,50,25,3,False
421,494,421,"Mega Latios","Dragon","Psychic",80,130,100,160,120,110,3,True,"Garchomp","Dragon","Ground",108,130,95,80,85,102,4,False
578,768,768,"Musharna","Psychic","",116,55,85,107,95,29,5,False,"Tyrantrum","Rock","Dragon",82,121,119,69,59,71,6,False
63,82,63,"","Fighting","",65,105,60,60,70,95,1,False,"Graveler","Rock","Ground",55,95,115,45,45,35,1,False
257,221,257,"Hitmontop","Fighting","",50,95,95,35,110,70,2,False,"Forretress","Bug","Steel",75,90,140,60,60,40,2,False
4,150,4,"Mega Venusaur","Grass","Poison",80,100,123,122,120,80,1,False,"Omanyte","Rock","Water",35,40,100,90,55,35,1,False
546,333,546,"Giratina Origin Forme","Ghost","Dragon",150,120,100,120,100,90,4,True,"Aggron","Steel","Rock",70,110,180,60,60,50,3,False
308,544,544,"Surskit","Bug","Water",40,30,32,50,52,65,3,False,"Regigigas","Normal","",110,160,110,80,110,100,4,True
213,442,213,"Umbreon","Dark","",95,65,110,60,130,65,2,False,"Starly","Normal","Flying",40,55,30,30,30,60,4,False
575,302,302,"Panpour","Water","",50,53,48,53,48,64,5,False,"Wingull","Water","Flying",40,30,30,55,30,85,3,False
209,645,209,"Yanma","Bug","Flying",65,65,45,75,45,95,2,False,"Vanillish","Ice","",51,65,65,80,75,59,5,False
92,768,92,"Doduo","Normal","Flying",35,85,45,35,35,75,1,False,"Tyrantrum","Rock","Dragon",82,121,119,69,59,71,6,False
116,672,116,"Hitmonchan","Fighting","",50,105,79,35,110,76,1,False,"Axew","Dragon","",46,87,60,30,40,57,5,False
132,69,69,"Mr. Mime","Psychic","Fairy",40,45,65,100,120,90,1,False,"Abra","Psychic","",25,20,15,105,55,90,1,False
568,396,568,"Stoutland","Normal","",85,110,90,45,90,80,5,False,"Snorunt","Ice","",50,50,50,50,50,50,3,False
644,218,644,"Vanillite","Ice","",36,50,50,65,60,44,5,False,"Wobbuffet","Psychic","",190,33,58,33,58,33,2,False
321,163,163,"Makuhita","Fighting","",72,60,30,20,30,25,3,False,"Mewtwo","Psychic","",106,110,90,154,90,130,1,True
17,164,164,"Weedle","Bug","Poison",40,35,30,20,20,50,1,False,"Mega Mewtwo X","Psychic","Fighting",106,190,100,154,100,130,1,True
715,190,715,"Keldeo Resolute Forme","Water","Fighting",91,72,90,129,90,108,5,False,"Togepi","Fairy","",35,20,65,40,65,20,2,False
51,57,51,"Vileplume","Grass","Poison",75,80,85,110,90,50,1,False,"Dugtrio","Ground","",35,80,50,50,70,120,1,False
237,448,448,"Slugma","Fire","",40,40,40,70,40,20,2,False,"Kricketune","Bug","",77,85,51,55,51,65,4,False
580,676,580,"Tranquill","Normal","Flying",62,77,62,50,42,65,5,False,"Beartic","Ice","",95,110,80,70,80,50,5,False
789,726,726,"Bergmite","Ice","",55,69,85,32,35,28,6,False,"Frogadier","Water","",54,63,52,83,56,97,6,False
420,718,420,"Latios","Dragon","Psychic",80,90,80,130,110,110,3,True,"Genesect","Bug","Steel",71,120,95,120,95,99,5,False
83,499,499,"Golem","Rock","Ground",80,120,130,55,65,45,1,False,"Mega Lucario","Fighting","Steel",70,145,88,140,70,112,4,False
526,159,159,"Porygon-Z","Normal","",85,80,70,135,75,90,4,False,"Moltres","Fire","Flying",90,100,90,125,85,90,1,True
115,56,56,"Hitmonlee","Fighting","",50,120,53,35,110,87,1,False,"Diglett","Ground","",10,55,25,35,45,95,1,False
358,636,358,"Grumpig","Psychic","",80,45,65,90,110,80,3,False,"Gothita","Psychic","",45,30,50,55,65,45,5,False
54,532,532,"Venonat","Bug","Poison",60,55,50,40,55,45,1,False,"Rotom","Electric","Ghost",50,50,77,95,77,91,4,False
534,798,534,"Wash Rotom","Electric","Water",50,65,107,105,107,86,4,False,"Hoopa Confined","Psychic","Ghost",80,110,60,150,130,70,6,True
768,179,768,"Tyrantrum","Rock","Dragon",82,121,119,69,59,71,6,False,"Noctowl","Normal","Flying",100,50,50,76,96,70,2,False
94,724,724,"Seel","Water","",65,45,55,45,70,45,1,False,"Delphox","Fire","Psychic",75,69,72,114,100,104,6,False
795,437,795,"Zygarde Half Forme","Dragon","Ground",108,100,121,81,95,95,6,True,"Monferno","Fire","Fighting",64,78,52,78,52,81,4,False
313,432,432,"Vigoroth","Normal","",80,80,80,55,55,90,3,False,"Deoxys Speed Forme","Psychic","",50,95,90,95,90,180,3,True
305,251,305,"Kirlia","Psychic","Fairy",38,35,35,65,55,50,3,False,"Phanpy","Ground","",90,60,60,40,40,40,2,False
269,289,269,"Mega Tyranitar","Rock","Dark",100,164,150,95,120,71,2,False,"Wurmple","Bug","",45,45,35,20,30,20,3,False
593,733,733,"Timburr","Fighting","",75,80,55,25,35,35,5,False,"Scatterbug","Bug","",38,35,40,27,25,35,6,False
568,428,428,"Stoutland","Normal","",85,110,90,45,90,80,5,False,"Jirachi","Steel","Psychic",100,100,100,100,100,100,3,True
290,287,287,"Silcoon","Bug","",50,35,55,25,25,15,3,False,"Zigzagoon","Normal","",38,30,41,30,41,60,3,False
762,733,762,"Dragalge","Poison","Dragon",65,75,90,97,123,44,6,False,"Scatterbug","Bug","",38,35,40,27,25,35,6,False
217,100,100,"Unown","Psychic","",48,72,48,72,48,48,2,False,"Gastly","Ghost","Poison",30,35,30,100,35,80,1,False
668,87,668,"Beheeyem","Psychic","",75,75,75,125,95,40,5,False,"Slowbro","Water","Psychic",95,75,110,100,80,30,1,False
165,49,165,"Mega Mewtwo Y","Psychic","",106,150,70,194,120,140,1,True,"Oddish","Grass","Poison",45,50,55,75,65,30,1,False
123,771,771,"Tangela","Grass","",65,55,115,100,40,60,1,False,"Sylveon","Fairy","",95,65,65,110,130,60,6,False
261,154,154,"Miltank","Normal","",95,80,105,40,70,100,2,False,"Aerodactyl","Rock","Flying",80,105,65,60,75,130,1,False
225,640,640,"Mega Steelix","Steel","Ground",75,125,230,55,95,30,2,False,"Duosion","Psychic","",65,40,50,125,60,30,5,False
313,103,103,"Vigoroth","Normal","",80,80,80,55,55,90,3,False,"Mega Gengar","Ghost","Poison",60,65,80,170,95,130,1,False
106,505,505,"Hypno","Psychic","",85,73,70,73,115,67,1,False,"Toxicroak","Poison","Fighting",83,106,65,86,65,85,4,False
453,614,614,"Roserade","Grass","Poison",60,70,65,125,105,90,4,False,"Krookodile","Ground","Dark",95,117,80,65,70,92,5,False
107,48,48,"Krabby","Water","",30,105,90,25,25,50,1,False,"Golbat","Poison","Flying",75,80,70,65,75,90,1,False
722,590,590,"Fennekin","Fire","",40,45,40,62,60,60,6,False,"Excadrill","Ground","Steel",110,135,60,50,65,88,5,False
559,431,431,"Pignite","Fire","Fighting",90,93,55,70,55,55,5,False,"Deoxys Defense Forme","Psychic","",50,70,160,70,160,90,3,True
141,727,727,"Gyarados","Water","Flying",95,125,79,60,100,81,1,False,"Greninja","Water","Dark",72,95,67,103,71,122,6,False
490,239,490,"Chatot","Normal","Flying",76,65,45,92,42,91,4,False,"Swinub","Ice","Ground",50,50,40,30,30,50,2,False
490,340,340,"Chatot","Normal","Flying",76,65,45,92,42,91,4,False,"Mega Manectric","Electric","",70,75,80,135,80,135,3,False
373,128,128,"Whiscash","Water","Ground",110,78,73,76,71,60,3,False,"Goldeen","Water","",45,67,60,35,50,63,1,False
3,730,3,"Venusaur","Grass","Poison",80,82,83,100,100,80,1,False,"Fletchling","Normal","Flying",45,50,43,40,38,62,6,False
502,91,502,"Skorupi","Poison","Bug",40,50,90,30,55,65,4,False,"Farfetch'd","Normal","Flying",52,65,55,58,62,60,1,False
714,104,714,"Keldeo Ordinary Forme","Water","Fighting",91,72,90,129,90,108,5,False,"Onix","Rock","Ground",35,45,160,30,45,70,1,False
788,276,276,"Gourgeist Super Size","Ghost","Grass",85,100,122,58,75,54,6,False,"Mega Sceptile","Grass","Dragon",70,110,75,145,85,145,3,False
459,16,16,"Wormadam Plant Cloak","Bug","Grass",60,59,85,79,105,36,4,False,"Butterfree","Bug","Flying",60,45,50,90,80,70,1,False
432,143,432,"Deoxys Speed Forme","Psychic","",50,95,90,95,90,180,3,True,"Lapras","Water","Ice",130,85,80,85,95,60,1,False
724,2,724,"Delphox","Fire","Psychic",75,69,72,114,100,104,6,False,"Ivysaur","Grass","Poison",60,62,63,80,80,60,1,False
648,533,648,"Sawsbuck","Normal","Grass",80,100,70,60,70,95,5,False,"Heat Rotom","Electric","Fire",50,65,107,105,107,86,4,False
250,357,250,"Kingdra","Water","Dragon",75,95,95,95,95,85,2,False,"Spoink","Psychic","",60,25,35,70,80,60,3,False
155,439,155,"Mega Aerodactyl","Rock","Flying",80,135,85,70,95,150,1,False,"Piplup","Water","",53,51,53,61,56,40,4,False
447,20,20,"Kricketot","Bug","",37,25,41,25,41,25,4,False,"Mega Beedrill","Bug","Poison",65,150,40,15,80,145,1,False
366,371,366,"Altaria","Dragon","Flying",75,70,90,70,105,80,3,False,"Solrock","Rock","Psychic",70,95,85,55,65,70,3,False
337,770,337,"Mega Medicham","Fighting","Psychic",60,100,85,80,85,100,3,False,"Aurorus","Rock","Ice",123,77,72,99,92,58,6,False
358,765,358,"Grumpig","Psychic","",80,45,65,90,110,80,3,False,"Helioptile","Electric","Normal",44,38,33,61,43,70,6,False
198,110,198,"Bellossom","Grass","",75,80,95,90,100,50,2,False,"Electrode","Electric","",60,50,70,80,80,140,1,False
152,760,760,"Kabuto","Rock","Water",30,80,90,55,45,55,1,False,"Barbaracle","Rock","Water",72,105,115,54,86,68,6,False
164,577,164,"Mega Mewtwo X","Psychic","Fighting",106,190,100,154,100,130,1,True,"Munna","Psychic","",76,25,45,67,55,24,5,False
174,646,646,"Croconaw","Water","",65,80,80,59,63,58,2,False,"Vanilluxe","Ice","",71,95,85,110,95,79,5,False
438,59,59,"Infernape","Fire","Fighting",76,104,71,104,71,108,4,False,"Persian","Normal","",65,70,60,65,65,115,1,False
614,443,614,"Krookodile","Ground","Dark",95,117,80,65,70,92,5,False,"Staravia","Normal","Flying",55,75,50,40,40,80,4,False
789,127,127,"Bergmite","Ice","",55,69,85,32,35,28,6,False,"Seadra","Water","",55,65,95,95,45,85,1,False
504,421,421,"Croagunk","Poison","Fighting",48,61,40,61,40,50,4,False,"Mega Latios","Dragon","Psychic",80,130,100,160,120,110,3,True
565,214,214,"Watchog","Normal","",60,85,69,60,69,77,5,False,"Murkrow","Dark","Flying",60,85,42,85,42,91,2,False
158,635,635,"Zapdos","Electric","Flying",90,90,85,125,90,100,1,True,"Cinccino","Normal","",75,95,60,65,60,115,5,False
386,21,21,"Shuppet","Ghost","",44,75,35,63,33,45,3,False,"Pidgey","Normal","Flying",40,45,40,35,35,56,1,False
408,404,404,"Shelgon","Dragon","",65,95,100,60,50,50,3,False,"Gorebyss","Water","",55,84,105,114,75,52,3,False
349,440,349,"Sharpedo","Water","Dark",70,120,40,95,40,95,3,False,"Prinplup","Water","",64,66,68,81,76,50,4,False
410,295,410,"Mega Salamence","Dragon","Flying",95,145,130,120,90,120,3,False,"Lombre","Water","Grass",60,50,50,60,70,50,3,False
83,569,569,"Golem","Rock","Ground",80,120,130,55,65,45,1,False,"Purrloin","Dark","",41,50,37,50,37,66,5,False
249,411,249,"Mega Houndoom","Dark","Fire",75,90,90,140,90,115,2,False,"Beldum","Steel","Psychic",40,55,80,35,60,30,3,False
173,609,173,"Totodile","Water","",50,65,64,44,48,43,2,False,"Petilil","Grass","",45,35,50,70,50,30,5,False
770,572,572,"Aurorus","Rock","Ice",123,77,72,99,92,58,6,False,"Simisage","Grass","",75,98,63,98,63,101,5,False
51,473,473,"Vileplume","Grass","Poison",75,80,85,110,90,50,1,False,"Drifloon","Ghost","Flying",90,50,34,60,44,70,4,False
452,106,106,"Budew","Grass","Poison",40,30,35,50,70,55,4,False,"Hypno","Psychic","",85,73,70,73,115,67,1,False
550,769,550,"Darkrai","Dark","",70,90,90,135,90,125,4,True,"Amaura","Rock","Ice",77,59,50,67,63,46,6,False
525,740,525,"Mamoswine","Ice","Ground",110,130,80,70,60,80,4,False,"Florges","Fairy","",78,65,68,112,154,75,6,False
464,762,762,"Vespiquen","Bug","Flying",70,80,102,80,102,40,4,False,"Dragalge","Poison","Dragon",65,75,90,97,123,44,6,False
147,798,798,"Jolteon","Electric","",65,65,60,110,95,130,1,False,"Hoopa Confined","Psychic","Ghost",80,110,60,150,130,70,6,True
572,45,572,"Simisage","Grass","",75,98,63,98,63,101,5,False,"Jigglypuff","Normal","Fairy",115,45,20,45,25,20,1,False
569,741,569,"Purrloin","Dark","",41,50,37,50,37,66,5,False,"Skiddo","Grass","",66,65,48,62,57,52,6,False
193,28,28,"Xatu","Psychic","Flying",65,75,70,95,70,95,2,False,"Fearow","Normal","Flying",65,90,65,61,61,100,1,False
247,445,247,"Houndour","Dark","Fire",45,60,30,80,50,65,2,False,"Bidoof","Normal","",59,45,40,35,40,31,4,False
511,280,280,"Abomasnow","Grass","Ice",90,92,75,92,85,60,4,False,"Mega Blaziken","Fire","Fighting",80,160,80,130,80,100,3,False
435,44,44,"Torterra","Grass","Ground",95,109,105,75,85,56,4,False,"Ninetales","Fire","",73,76,75,81,100,100,1,False
794,359,794,"Yveltal","Dark","Flying",126,131,95,131,98,99,6,True,"Spinda","Normal","",60,60,60,60,60,60,3,False
196,758,758,"Ampharos","Electric","",90,75,85,115,90,55,2,False,"Malamar","Dark","Psychic",86,92,88,68,75,73,6,False
470,410,410,"Shellos","Water","",76,48,48,57,62,34,4,False,"Mega Salamence","Dragon","Flying",95,145,130,120,90,120,3,False
631,164,164,"Garbodor","Poison","",80,95,82,60,82,75,5,False,"Mega Mewtwo X","Psychic","Fighting",106,190,100,154,100,130,1,True
451,790,451,"Luxray","Electric","",80,120,79,95,79,70,4,False,"Avalugg","Ice","",95,117,184,44,46,28,6,False
211,442,442,"Quagsire","Water","Ground",95,85,85,65,65,35,2,False,"Starly","Normal","Flying",40,55,30,30,30,60,4,False
773,582,773,"Dedenne","Electric","Fairy",67,58,57,81,67,101,6,False,"Blitzle","Electric","",45,60,32,50,32,76,5,False
403,59,59,"Huntail","Water","",55,104,105,94,75,52,3,False,"Persian","Normal","",65,70,60,65,65,115,1,False
401,413,413,"Walrein","Ice","Water",110,80,90,95,90,65,3,False,"Metagross","Steel","Psychic",80,135,130,95,90,70,3,False
228,679,679,"Qwilfish","Water","Poison",65,95,75,55,55,85,2,False,"Accelgor","Bug","",80,70,40,100,60,145,5,False
753,196,196,"Spritzee","Fairy","",78,52,60,63,65,23,6,False,"Ampharos","Electric","",90,75,85,115,90,55,2,False
578,434,434,"Musharna","Psychic","",116,55,85,107,95,29,5,False,"Grotle","Grass","",75,89,85,55,65,36,4,False
210,40,40,"Wooper","Water","Ground",55,45,45,25,25,15,2,False,"Nidoking","Poison","Ground",81,102,77,85,75,85,1,False
38,716,716,"Nidoran","Poison","",46,57,40,40,40,50,1,False,"Meloetta Aria Forme","Normal","Psychic",100,77,77,128,128,90,5,False
18,458,458,"Kakuna","Bug","Poison",45,25,50,25,25,35,1,False,"Burmy","Bug","",40,29,45,29,45,36,4,False
538,742,538,"Uxie","Psychic","",75,75,130,75,130,95,4,True,"Gogoat","Grass","",123,100,62,97,81,68,6,False
702,627,702,"Virizion","Grass","Fighting",91,90,72,90,129,108,5,True,"Carracosta","Water","Rock",74,108,133,83,65,32,5,False
403,412,403,"Huntail","Water","",55,104,105,94,75,52,3,False,"Metang","Steel","Psychic",60,75,100,55,80,50,3,False
517,136,136,"Tangrowth","Grass","",100,100,125,110,50,50,4,False,"Magmar","Fire","",65,95,57,100,85,93,1,False
465,89,465,"Pachirisu","Electric","",60,45,70,45,90,95,4,False,"Magnemite","Electric","Steel",25,35,70,95,55,45,1,False
505,502,505,"Toxicroak","Poison","Fighting",83,106,65,86,65,85,4,False,"Skorupi","Poison","Bug",40,50,90,30,55,65,4,False
601,644,644,"Sewaddle","Bug","Grass",45,53,70,40,60,42,5,False,"Vanillite","Ice","",36,50,50,65,60,44,5,False
459,84,84,"Wormadam Plant Cloak","Bug","Grass",60,59,85,79,105,36,4,False,"Ponyta","Fire","",50,85,55,65,65,90,1,False
548,525,525,"Phione","Water","",80,80,80,80,80,80,4,False,"Mamoswine","Ice","Ground",110,130,80,70,60,80,4,False
707,521,521,"Reshiram","Dragon","Fire",100,120,100,150,120,90,5,True,"Yanmega","Bug","Flying",86,76,86,116,56,95,4,False
14,62,62,"Caterpie","Bug","",45,30,35,20,20,45,1,False,"Mankey","Fighting","",40,80,35,35,45,70,1,False
728,501,728,"Bunnelby","Normal","",38,36,38,32,36,57,6,False,"Hippowdon","Ground","",108,112,118,68,72,47,4,False
182,246,246,"Spinarak","Bug","Poison",40,60,40,40,40,30,2,False,"Skarmory","Steel","Flying",65,80,140,40,70,70,2,False
741,117,741,"Skiddo","Grass","",66,65,48,62,57,52,6,False,"Lickitung","Normal","",90,55,75,60,75,30,1,False
29,431,431,"Ekans","Poison","",35,60,44,40,54,55,1,False,"Deoxys Defense Forme","Psychic","",50,70,160,70,160,90,3,True
719,574,574,"Chespin","Grass","",56,61,65,48,45,38,6,False,"Simisear","Fire","",75,98,63,98,63,101,5,False
209,477,477,"Yanma","Bug","Flying",65,65,45,75,45,95,2,False,"Mega Lopunny","Normal","Fighting",65,136,94,54,96,135,4,False
492,37,37,"Gible","Dragon","Ground",58,70,45,40,45,42,4,False,"Nidoqueen","Poison","Ground",90,92,87,75,85,76,1,False
425,43,425,"Primal Groudon","Ground","Fire",100,180,160,150,90,90,3,True,"Vulpix","Fire","",38,41,40,50,65,65,1,False
207,284,284,"Sunkern","Grass","",30,30,30,30,30,30,2,False,"Mega Swampert","Water","Ground",100,150,110,95,110,70,3,False
749,512,512,"Honedge","Steel","Ghost",45,80,100,35,37,28,6,False,"Mega Abomasnow","Grass","Ice",90,132,105,132,105,30,4,False
539,153,153,"Mesprit","Psychic","",80,105,105,105,105,80,4,True,"Kabutops","Rock","Water",60,115,105,65,70,80,1,False
152,159,159,"Kabuto","Rock","Water",30,80,90,55,45,55,1,False,"Moltres","Fire","Flying",90,100,90,125,85,90,1,True
738,18,738,"Flabébé","Fairy","",44,38,39,61,79,42,6,False,"Kakuna","Bug","Poison",45,25,50,25,25,35,1,False
